-1	259	117	212	30	245	78	219	22	16	232	106	265	254	
38	-1	66	220	108	164	178	136	80	192	150	206	52	234	
179	263	-1	249	123	109	95	235	165	137	53	81	207	193	
53	11	39	-1	81	193	151	109	235	263	67	25	137	165	
249	25	11	179	-1	235	53	151	39	221	193	95	165	207	
67	249	221	95	137	-1	39	81	53	207	179	11	151	263	
196	84	28	224	266	168	-1	252	112	182	126	210	14	238	
100	268	16	198	44	226	142	-1	30	58	170	72	2	156	
241	17	73	59	129	199	45	185	-1	101	157	269	171	3	
87	255	199	157	3	269	20	129	213	-1	241	143	45	171	
74	32	130	144	18	46	60	88	228	8	-1	249	214	186	
228	46	158	172	242	214	102	256	88	32	4	-1	200	18	
158	228	32	74	60	88	270	242	256	186	102	130	-1	144	
12	75	47	33	68	26	89	40	250	54	110	180	222	-1	
