-1	263	165	151	193	67	207	179	137	39	11	235	25	81	123	
97	-1	125	41	237	13	83	223	153	167	181	139	55	209	69	
248	192	-1	262	52	94	136	150	234	220	24	10	206	38	108	
54	110	180	-1	166	26	68	138	96	194	222	208	124	236	82	
20	62	230	48	-1	202	90	244	146	132	258	188	34	174	160	
244	118	258	132	272	-1	62	20	188	174	6	90	104	34	48	
270	172	242	200	4	214	-1	186	32	116	130	144	228	158	74	
256	24	80	270	66	108	10	-1	38	52	206	94	192	164	234	
252	28	84	266	56	42	140	112	-1	224	238	196	168	182	210	
111	251	69	13	209	83	181	265	125	-1	97	153	237	27	139	
92	50	176	64	78	162	218	120	106	232	-1	148	246	190	134	
72	268	226	100	254	2	44	30	128	58	212	-1	184	170	86	
224	196	14	252	140	210	98	42	70	0	84	112	-1	154	266	
5	89	131	19	103	229	257	75	47	145	271	243	215	-1	117	
197	1	169	155	15	183	253	127	99	43	57	239	29	225	-1	
