-1	153	251	181	69	265	209	237	97	125	139	167	223	111	41	
38	-1	248	262	220	206	178	234	80	164	66	94	192	52	108	
82	124	-1	110	54	68	12	152	138	96	166	208	194	222	180	
108	136	234	-1	80	164	38	150	94	52	206	178	24	192	220	
228	158	144	186	-1	18	102	32	88	200	46	172	4	214	60	
194	82	175	63	96	-1	152	217	54	138	40	26	105	250	124	
94	73	262	248	206	220	-1	59	108	24	52	192	234	164	80	
53	137	25	67	165	109	123	-1	207	221	81	249	95	179	193	
27	195	265	13	181	223	251	41	-1	83	125	111	237	69	153	
56	266	238	196	42	210	112	70	168	-1	154	224	182	28	14	
15	225	29	99	267	183	197	211	1	253	-1	239	113	57	85	
2	30	58	86	254	198	44	184	212	100	72	-1	268	156	128	
11	26	39	123	109	179	67	263	165	249	221	81	-1	207	53	
241	199	101	17	38	87	3	255	269	262	150	234	45	-1	185	
190	22	64	120	176	50	8	36	246	148	162	204	134	92	-1	
