-1	246	64	232	204	148	50	134	106	190	92	260	162	36	
177	-1	9	79	163	51	107	37	261	65	219	23	191	205	
166	152	-1	180	40	124	96	68	250	264	236	222	26	194	
40	250	54	-1	222	152	124	194	236	96	110	264	12	68	
124	96	110	26	-1	68	12	236	138	54	82	152	250	180	
27	237	13	83	195	-1	265	55	167	111	181	251	41	97	
142	44	212	2	226	156	-1	254	86	128	58	184	100	240	
212	128	198	100	30	226	72	-1	184	44	240	156	86	268	
228	74	32	144	214	270	172	60	-1	18	256	242	158	200	
4	228	74	158	200	214	270	172	102	-1	186	256	242	144	
271	103	-1	47	173	75	201	145	117	33	-1	215	131	19	
173	201	117	75	47	103	33	19	131	89	5	-1	145	229	
75	33	254	215	187	201	19	5	47	117	229	271	-1	173	
216	272	132	6	76	188	160	118	90	48	244	62	104	-1	
