-1	242	172	214	4	200	60	256	228	88	18	270	32	46	
52	-1	220	234	136	262	108	248	66	206	192	38	164	178	
26	103	-1	166	110	194	250	117	82	236	152	264	12	124	
8	148	64	-1	176	92	246	218	204	120	260	190	36	134	
131	229	215	19	-1	47	33	201	159	271	75	103	145	89	
101	3	73	157	255	-1	129	213	185	17	269	227	241	143	
161	21	77	49	259	217	-1	7	189	231	273	91	133	147	
110	12	180	54	40	96	68	-1	152	138	124	82	194	222	
146	132	272	76	251	34	104	20	-1	244	62	48	265	174	
178	80	94	24	52	164	38	262	10	-1	66	248	150	108	
232	92	22	162	8	204	176	36	218	134	-1	148	120	246	
74	214	4	256	186	60	242	144	200	130	32	-1	18	158	
189	7	259	105	245	175	203	77	91	217	49	231	-1	63	
114	268	254	226	240	51	16	58	261	198	128	9	184	-1	
