-1	58	247	212	184	170	72	2	240	142	30	226	86	156	
199	-1	185	241	31	3	269	101	17	87	213	157	45	255	
129	73	-1	269	227	101	59	45	87	17	199	213	241	171	
102	172	158	-1	256	186	144	60	200	4	18	32	130	88	
260	145	12	36	-1	271	159	113	267	71	117	124	215	5	
62	132	258	48	90	-1	216	244	34	174	230	76	202	160	
175	91	203	245	63	105	-1	7	133	189	35	231	49	259	
77	203	217	231	49	147	119	-1	175	105	161	91	21	189	
161	231	7	77	189	119	21	259	-1	147	217	49	245	105	
203	161	91	217	133	21	77	35	63	-1	245	119	259	231	
135	23	79	191	205	9	149	65	93	51	-1	107	121	177	
37	219	135	177	23	191	163	247	205	9	261	-1	149	65	
192	136	66	10	108	94	220	206	38	178	234	80	-1	164	
251	111	237	195	139	265	125	13	181	41	97	209	55	-1	
