-1	75	89	201	271	229	33	19	5	173	103	159	215	47	
245	-1	133	189	231	63	217	119	259	273	147	105	49	175	
27	13	-1	97	41	146	69	55	111	244	83	174	272	202	
62	20	34	-1	146	160	272	104	174	230	90	132	6	118	
132	34	118	48	-1	20	62	90	188	6	174	76	244	216	
154	224	210	238	266	-1	182	112	196	28	140	126	70	84	
124	96	187	54	159	5	-1	173	138	201	152	110	19	89	
144	200	228	214	256	186	242	-1	270	158	130	4	32	74	
117	159	215	75	103	89	229	47	-1	145	201	19	131	33	
54	124	180	12	110	96	40	222	82	-1	194	138	264	250	
241	38	157	185	94	59	213	24	66	255	-1	269	227	17	
95	25	235	242	207	256	193	179	249	46	165	-1	144	228	
40	138	124	194	12	166	250	96	26	152	54	82	-1	110	
210	238	266	28	126	0	168	140	224	70	98	154	182	-1	
