-1	168	154	210	28	196	56	182	266	98	84	224	238	42	252	
70	-1	210	112	14	154	98	28	225	182	56	238	84	126	42	
16	2	-1	184	86	128	72	142	254	44	268	198	170	58	100	
143	269	31	-1	255	101	241	59	73	227	129	45	199	171	87	
102	186	214	158	-1	60	144	270	130	200	74	172	46	18	32	
33	89	229	215	243	-1	117	173	187	19	257	145	271	201	75	
202	258	188	125	230	181	-1	265	83	209	223	251	20	76	174	
7	147	77	231	91	105	63	-1	245	259	35	132	203	161	189	
106	134	176	148	204	64	162	50	-1	120	232	92	36	260	218	
219	65	135	51	79	191	93	177	247	-1	107	163	9	149	205	
163	205	65	9	191	51	135	219	79	23	-1	177	93	247	149	
149	37	107	135	65	219	51	23	191	233	261	-1	79	205	247	
75	264	54	26	208	138	166	124	152	89	215	229	-1	103	117	
138	194	222	82	152	96	236	54	26	264	110	12	180	-1	68	
12	138	180	152	222	264	110	82	54	26	236	96	194	166	-1	
