-1	70	112	42	28	140	84	56	182	168	126	252	0	154	
225	-1	169	211	155	99	57	15	239	183	29	85	197	1	
240	268	-1	184	212	128	156	254	142	100	226	44	16	72	
199	129	3	-1	143	73	31	101	87	59	269	171	157	255	
270	74	60	46	-1	32	256	172	102	88	200	130	4	18	
232	204	36	134	176	-1	246	218	162	120	8	92	64	260	
8	148	92	162	64	78	-1	36	260	22	106	120	50	134	
261	219	9	23	93	107	233	-1	37	205	177	51	79	247	
93	107	247	233	219	23	177	191	-1	79	65	135	9	51	
37	93	163	247	261	51	219	65	149	-1	233	177	135	191	
220	164	136	38	52	150	192	24	206	10	-1	80	262	94	
164	10	150	66	38	192	206	234	262	108	248	-1	220	24	
207	39	235	53	193	179	249	151	165	25	109	95	-1	67	
265	125	195	111	167	13	41	83	223	55	237	181	139	-1	
