-1	239	1	267	50	8	260	92	15	36	218	211	22	106	
163	-1	37	79	135	247	51	205	107	177	233	9	93	65	
234	192	-1	66	164	178	80	108	150	94	206	52	136	220	
137	151	249	-1	235	109	207	123	165	25	53	39	179	11	
179	221	239	95	-1	151	249	39	67	11	109	81	207	25	
168	182	56	224	0	-1	84	252	210	70	28	238	14	42	
184	142	16	30	100	198	-1	58	226	268	156	72	240	254	
226	128	198	212	184	114	169	-1	30	44	16	86	72	240	
144	25	11	88	193	74	39	179	-1	53	102	249	235	263	
200	74	32	186	214	242	88	158	130	-1	228	102	18	60	
74	60	88	130	32	172	4	256	242	144	-1	270	116	200	
61	229	243	257	201	47	215	173	19	5	187	-1	33	117	
86	198	44	58	142	100	128	268	170	254	212	156	-1	184	
32	215	70	147	131	228	112	4	158	172	81	193	53	-1	
