-1	164	234	262	80	38	248	108	24	150	10	52	66	206	178	
227	-1	171	157	241	59	87	213	199	143	185	129	24	269	255	
50	36	-1	92	204	176	64	260	218	8	106	246	162	232	22	
72	16	240	-1	86	128	184	58	156	212	268	254	226	198	100	
254	44	2	170	-1	100	128	142	72	-1	212	198	16	226	268	
217	246	252	204	260	-1	210	190	224	22	231	162	78	238	64	
93	177	191	79	37	135	-1	205	163	107	261	233	51	9	149	
172	32	186	228	60	74	102	-1	130	158	200	88	256	46	4	
192	136	94	248	178	150	66	52	-1	206	38	108	262	234	80	
30	72	268	44	184	156	198	240	2	-1	100	86	254	170	58	
137	81	207	179	95	53	151	67	165	193	-1	263	235	249	109	
184	2	16	142	58	30	170	268	240	226	156	-1	212	100	44	
128	100	86	30	156	198	268	184	44	142	170	72	-1	58	240	
135	191	79	107	163	93	219	177	51	261	65	37	149	-1	247	
85	29	197	8	113	183	225	92	211	-1	15	134	120	155	-1	
