-1	168	0	210	238	252	196	140	84	56	14	28	126	266	
43	-1	155	225	99	197	127	85	211	183	239	15	141	253	
99	57	-1	169	113	85	225	211	29	253	127	141	15	239	
113	29	43	-1	85	57	15	155	197	267	99	239	183	1	
72	170	198	254	-1	128	156	184	142	30	226	2	44	212	
156	72	184	142	268	-1	114	240	16	212	44	170	30	226	
270	4	74	214	60	256	-1	32	46	102	172	200	88	186	
256	270	4	74	18	102	144	-1	228	46	60	130	172	200	
176	36	106	22	50	246	204	162	-1	64	218	78	92	260	
205	247	93	37	219	23	191	177	135	-1	107	233	79	51	
191	65	37	247	93	163	79	205	9	261	-1	177	23	233	
95	207	221	67	165	263	137	39	151	11	53	-1	109	249	
39	221	249	11	137	179	151	67	235	165	270	193	-1	207	
153	111	69	125	13	97	27	55	41	195	167	181	83	-1	
