-1	92	64	232	106	148	36	260	204	134	246	190	8	22	
220	-1	57	108	24	234	164	206	52	150	178	66	253	38	
165	193	-1	207	221	81	95	53	109	249	263	25	235	151	
53	249	11	-1	263	39	67	95	123	25	221	137	151	193	
179	137	39	165	-1	67	193	235	11	81	207	151	53	95	
238	154	182	112	252	-1	0	14	28	56	126	168	98	266	
169	99	211	197	15	85	-1	155	225	183	239	253	29	57	
72	30	254	170	58	226	268	-1	128	100	44	198	212	184	
143	185	171	241	157	199	45	3	-1	213	255	269	59	17	
31	17	157	269	227	143	73	241	87	-1	171	45	3	255	
18	88	32	158	270	214	4	144	102	60	-1	74	-1	200	
102	158	186	60	88	242	172	18	32	130	228	-1	263	214	
174	104	20	48	216	160	244	34	132	188	118	202	-1	76	
270	228	46	102	242	172	123	88	137	11	130	144	207	-1	
