-1	55	223	69	97	125	13	41	209	83	153	167	27	181	111	
137	-1	207	123	165	81	67	221	151	109	95	11	179	193	39	
145	131	-1	19	75	201	271	47	89	257	33	215	187	243	229	
140	266	84	-1	0	28	210	14	168	252	98	56	196	112	238	
264	26	180	152	-1	250	222	110	124	138	12	40	82	236	54	
192	262	24	234	66	-1	150	178	108	94	164	52	136	220	10	
102	200	60	130	88	4	-1	74	172	18	228	256	116	186	46	
215	5	264	271	173	243	236	-1	250	103	257	159	145	117	124	
131	229	236	103	187	257	243	54	-1	215	271	19	159	264	68	
196	224	126	42	70	238	182	28	98	-1	168	14	154	210	266	
251	237	195	181	209	41	111	83	139	55	-1	69	223	125	27	
236	250	110	222	194	208	26	96	180	152	264	-1	124	138	82	
201	243	54	75	271	215	250	33	5	47	103	229	-1	131	89	
268	254	170	226	16	86	30	198	72	142	2	44	58	-1	100	
6	216	104	146	258	188	160	62	202	34	244	174	20	272	-1	
