-1	194	208	40	236	166	82	110	264	138	68	26	152	222	96	
56	-1	259	245	189	119	203	154	210	0	168	42	224	112	238	
126	84	-1	70	154	266	112	224	252	14	238	168	182	98	140	
253	29	1	-1	99	113	57	15	127	267	225	141	169	197	85	
1	253	29	183	-1	127	141	267	57	225	85	15	197	169	113	
86	184	198	44	212	-1	170	240	30	142	72	226	100	254	58	
199	101	45	213	241	17	-1	185	73	31	269	255	157	227	129	
215	47	145	229	173	159	89	-1	257	103	19	271	75	131	117	
48	62	132	188	160	104	146	34	-1	230	216	244	202	174	272	
63	133	77	21	91	-1	175	245	119	-1	203	259	189	147	35	
133	91	7	63	259	-1	105	189	77	49	-1	147	175	231	161	
120	176	92	218	78	50	190	8	22	162	36	-1	64	204	232	
8	106	36	92	134	260	232	148	85	127	22	239	-1	57	43	
36	22	246	134	50	92	78	64	43	218	120	106	162	-1	190	
22	78	64	176	8	148	50	204	92	106	246	134	218	260	-1	
