-1	5	103	47	257	159	229	75	131	89	271	145	173	201	215	
205	-1	107	247	191	149	51	177	135	93	37	219	65	23	163	
190	260	-1	78	232	246	218	8	204	176	162	120	134	92	148	
243	173	271	-1	159	117	201	33	103	131	145	19	89	257	187	
140	98	42	70	-1	84	252	126	154	112	182	14	56	168	196	
21	273	63	231	147	-1	105	189	259	203	77	91	217	49	35	
164	234	66	262	94	206	-1	136	150	80	24	38	108	248	192	
185	269	87	227	241	255	17	-1	3	101	45	171	199	59	115	
63	231	35	217	7	175	245	91	-1	189	49	273	147	161	77	
261	156	240	37	23	30	212	247	268	-1	219	226	184	233	170	
32	214	228	60	102	242	172	130	200	18	-1	4	256	186	158	
37	79	51	191	261	163	205	233	107	135	177	-1	247	149	65	
80	262	38	206	164	136	178	24	234	52	150	94	-1	192	10	
99	127	197	155	267	113	29	211	225	141	85	239	43	-1	15	
94	45	255	24	52	227	101	262	143	108	234	269	129	136	-1	
