-1	170	128	156	2	212	58	72	198	184	16	142	44	100	240	
31	-1	185	87	241	3	101	59	73	269	213	45	199	17	227	
269	255	-1	199	45	73	87	101	59	3	143	241	171	31	17	
263	221	25	-1	165	151	95	32	123	102	186	228	74	46	172	
228	158	214	256	-1	102	172	18	186	60	88	270	144	130	32	
89	173	159	60	201	-1	131	257	33	19	243	187	229	145	47	
257	243	229	215	75	271	-1	187	5	33	117	19	159	201	145	
219	191	37	233	135	23	107	-1	149	51	247	261	93	65	79	
109	165	263	270	81	235	179	46	-1	158	256	214	88	53	102	
81	151	123	11	193	165	263	207	95	-1	109	137	39	221	249	
166	26	68	5	180	96	236	159	40	229	-1	33	103	75	201	
236	180	152	82	208	250	194	12	68	26	222	-1	54	96	110	
223	111	97	209	69	83	13	181	251	237	195	125	-1	167	139	
27	209	251	181	13	41	125	237	153	69	139	162	265	-1	83	
151	95	221	53	235	123	67	165	207	179	11	39	25	193	-1	
