-1	174	188	216	76	90	146	48	132	62	118	104	20	230	
272	-1	132	20	230	146	90	104	216	34	188	202	62	160	
95	193	-1	123	263	25	179	221	11	249	151	67	165	81	
25	81	39	-1	11	95	109	67	263	137	165	249	53	221	
166	68	54	236	-1	110	222	26	40	152	96	194	82	180	
267	29	155	15	1	-1	239	99	57	169	127	183	141	253	
253	197	43	29	141	85	-1	1	211	57	113	267	15	155	
157	255	87	185	129	213	73	-1	199	143	59	227	171	241	
241	73	143	157	255	227	101	31	-1	269	3	45	185	17	
200	242	102	4	214	46	130	18	88	-1	256	74	228	186	
32	46	214	102	18	200	228	270	172	158	-1	88	242	74	
16	58	2	161	119	272	63	149	127	238	-1	-1	254	113	
112	154	238	147	189	42	203	77	7	126	28	35	-1	133	
127	267	225	85	64	36	260	8	92	106	204	50	211	-1	
