-1	225	211	29	85	71	15	155	113	197	239	253	43	99	267	
2	-1	254	184	100	30	58	16	44	142	170	198	212	268	240	
58	128	-1	72	156	2	184	86	100	170	268	240	30	142	44	
172	88	200	-1	60	158	144	214	242	46	18	102	4	130	116	
243	229	19	257	-1	271	5	75	145	131	89	187	117	201	47	
6	244	258	97	139	-1	195	125	90	230	48	62	76	20	111	
118	202	48	230	104	34	-1	188	174	258	76	90	62	160	244	
220	234	262	10	164	206	24	-1	129	269	101	171	241	3	94	
192	108	178	150	66	262	38	52	-1	136	80	248	24	94	164	
95	53	81	263	193	25	67	151	207	-1	179	235	39	249	221	
25	67	207	165	221	151	235	193	11	109	-1	95	249	137	39	
54	82	26	194	12	222	166	40	124	138	264	-1	68	180	208	
180	138	96	110	208	12	222	82	236	166	124	152	-1	264	54	
167	153	13	209	41	237	83	69	223	125	55	111	195	-1	27	
186	158	228	270	214	172	130	32	60	102	256	74	200	88	-1	
