-1	261	149	177	51	107	9	65	93	135	37	233	219	191	
165	-1	109	235	137	151	193	179	221	53	11	81	95	39	
81	249	-1	207	263	235	137	221	53	123	95	67	193	25	
26	68	12	-1	194	54	250	82	124	96	264	222	110	166	
250	26	180	40	-1	124	152	110	82	222	166	12	236	68	
198	240	100	156	58	-1	86	184	128	170	30	142	254	268	
157	129	213	17	45	220	-1	241	178	3	24	164	206	227	
129	17	157	171	255	73	59	-1	45	143	269	227	213	3	
242	102	144	32	186	18	74	200	-1	228	88	256	270	214	
256	200	270	214	102	46	186	32	60	-1	18	158	130	74	
123	228	242	200	4	249	256	193	207	235	-1	151	179	221	
-1	5	187	131	201	215	103	117	173	89	75	-1	47	33	
76	188	90	230	20	6	34	104	160	244	118	146	-1	174	
21	133	231	49	147	63	91	161	119	7	105	245	259	-1	
