-1	62	244	272	48	20	104	202	258	146	188	90	76	118	34	
153	-1	13	97	83	69	167	195	125	27	223	181	41	111	55	
172	186	-1	256	228	60	18	214	158	116	270	130	200	32	46	
160	34	104	-1	76	244	132	118	188	90	202	20	230	62	174	
253	176	36	170	-1	92	204	232	22	78	260	247	106	190	64	
168	140	210	56	182	-1	28	238	14	98	84	252	196	154	42	
195	251	97	13	41	223	-1	139	209	125	237	111	55	83	181	
135	93	9	261	51	177	65	-1	107	23	247	149	191	37	163	
129	213	73	3	101	227	143	31	-1	45	241	87	59	199	185	
73	157	241	227	199	269	59	185	171	-1	213	31	17	129	3	
6	104	90	48	160	146	174	76	118	62	-1	34	132	230	20	
228	74	4	214	186	172	200	270	18	102	256	-1	46	158	144	
184	268	86	128	240	2	156	72	254	142	30	212	-1	226	170	
213	45	143	185	59	73	3	171	269	255	17	241	101	-1	87	
206	227	191	241	213	199	269	59	248	220	155	262	24	234	-1	
