-1	69	83	265	195	41	167	27	111	223	139	181	251	125	
212	-1	170	184	44	16	86	100	156	128	268	142	30	2	
256	74	-1	60	32	270	200	130	144	186	158	88	214	102	
96	26	124	-1	54	152	82	110	138	166	68	12	40	194	
13	251	139	237	-1	27	69	83	265	111	181	97	223	209	
237	195	55	223	125	-1	251	209	69	97	83	265	181	111	
57	225	113	211	155	141	-1	43	29	239	127	1	15	267	
155	239	225	253	169	1	183	-1	15	141	197	57	267	71	
185	255	241	269	59	171	101	87	-1	3	213	129	45	199	
101	199	45	17	269	255	171	213	73	-1	31	157	87	59	
20	90	230	202	48	244	6	76	118	132	-1	188	258	272	
78	64	218	232	8	176	260	148	246	92	106	-1	162	36	
176	148	92	134	106	64	190	22	218	8	36	50	-1	120	
218	106	190	22	78	50	204	162	8	232	64	134	246	-1	
