-1	182	224	56	112	84	266	238	42	98	0	14	252	154	140	
67	-1	81	165	207	137	249	11	53	221	95	109	263	123	151	
130	158	-1	102	46	228	4	270	200	214	186	32	60	18	172	
124	236	208	-1	68	26	96	82	250	152	110	138	12	222	180	
243	75	257	145	-1	159	271	89	103	131	117	19	201	229	187	
204	36	120	190	50	-1	218	92	148	176	106	260	78	22	232	
35	105	91	245	175	63	-1	259	133	231	21	203	161	189	77	
63	189	77	231	217	245	147	-1	21	49	203	175	133	35	161	
193	172	137	32	11	67	214	221	-1	263	74	46	4	165	228	
170	58	86	240	2	30	16	142	156	-1	198	226	72	254	268	
208	194	40	264	250	180	222	26	236	12	-1	124	138	68	82	
80	24	220	38	192	164	10	101	269	66	52	-1	150	234	248	
19	47	145	117	33	271	26	68	257	187	229	243	-1	215	103	
259	203	245	77	7	133	49	105	63	161	175	119	91	-1	147	
220	87	108	17	24	129	199	255	59	45	213	94	192	241	-1	
