-1	61	271	187	229	131	159	33	89	145	257	117	201	215	243	
174	-1	265	97	272	13	167	209	69	188	76	244	20	132	258	
105	147	-1	217	133	175	245	259	35	21	231	161	49	63	91	
8	232	78	-1	260	148	106	92	120	134	246	64	176	204	162	
78	36	204	183	-1	57	225	43	267	120	162	92	106	246	190	
219	205	51	37	177	-1	268	254	233	72	107	191	65	93	247	
93	65	37	191	51	135	-1	233	261	79	177	9	205	219	23	
149	51	191	23	219	79	163	-1	205	107	9	37	247	177	65	
247	163	107	51	65	23	149	135	-1	177	191	219	93	9	79	
66	24	94	220	234	164	248	262	38	-1	206	52	136	192	150	
53	221	165	179	25	263	39	95	123	81	-1	249	193	67	235	
41	139	223	195	167	27	97	237	83	181	111	-1	265	125	69	
126	84	112	56	252	140	70	183	28	224	14	154	-1	238	210	
57	197	169	71	99	183	29	85	253	113	211	1	43	-1	225	
85	57	183	253	29	169	141	267	197	43	99	5	35	15	-1	
