-1	64	50	15	225	211	85	239	99	183	267	155	141	253	29	
195	-1	125	237	111	167	97	27	209	69	41	265	181	223	83	
169	57	-1	183	239	99	155	225	267	141	85	29	43	211	253	
147	105	63	-1	77	175	91	133	231	203	259	245	189	21	35	
124	229	68	250	-1	117	271	96	26	5	215	145	264	257	131	
89	243	257	47	33	-1	229	271	215	19	201	187	145	131	103	
206	248	38	220	192	10	-1	150	52	108	136	80	164	234	178	
35	203	91	7	175	77	259	-1	21	63	189	161	231	105	245	
188	48	202	160	104	6	132	146	-1	90	76	118	258	244	62	
113	155	1	57	197	239	29	267	15	-1	127	169	253	85	225	
70	252	14	196	140	28	238	56	168	210	-1	0	224	154	182	
56	140	196	42	84	70	252	14	238	98	112	-1	210	182	126	
20	34	174	125	160	62	6	48	111	132	104	90	-1	202	76	
39	144	25	109	186	207	172	249	81	11	263	270	67	-1	53	
216	13	111	118	202	265	69	167	139	41	97	48	237	160	-1	
