-1	221	11	179	151	193	263	249	81	165	95	67	39	207	
144	-1	46	102	18	214	4	186	200	74	172	60	158	256	
233	177	-1	93	261	79	107	219	205	37	135	51	23	247	
109	263	165	-1	39	25	249	235	137	67	151	193	207	11	
243	89	75	229	-1	117	173	215	145	257	131	159	47	271	
17	129	255	171	52	-1	45	31	66	199	143	164	10	157	
135	205	191	51	65	177	-1	37	219	233	9	93	163	23	
52	108	66	80	24	206	150	-1	10	94	164	178	192	136	
5	117	131	257	33	229	103	271	-1	89	159	75	243	173	
23	191	149	219	107	135	79	261	247	-1	205	9	51	177	
28	42	238	56	14	224	210	0	70	126	-1	112	84	196	
225	239	183	15	43	85	155	253	1	141	267	-1	169	99	
174	230	272	34	202	188	258	90	62	118	216	104	-1	6	
92	148	162	106	190	36	120	232	50	64	260	218	78	-1	
