-1	14	154	182	56	126	98	252	112	196	238	140	168	70	
226	-1	58	30	212	156	72	198	100	170	44	2	268	114	
2	254	-1	212	226	100	44	128	16	268	170	240	86	30	
88	186	144	-1	4	74	172	18	270	116	130	46	256	200	
201	89	75	103	-1	173	187	33	243	131	19	257	159	145	
217	259	203	238	49	-1	231	28	42	210	35	21	252	224	
176	141	183	92	85	8	-1	57	155	29	267	253	78	211	
9	51	219	261	233	107	191	-1	177	135	23	93	247	37	
234	164	262	10	38	192	248	80	-1	94	150	136	108	206	
52	38	108	192	262	80	206	66	220	-1	234	248	164	178	
39	221	95	67	193	179	109	165	53	123	-1	11	137	81	
221	179	53	151	81	165	39	207	67	25	263	-1	235	193	
82	152	194	40	26	68	222	124	180	12	208	96	-1	54	
163	233	135	51	219	93	65	149	23	9	247	107	261	-1	
