-1	171	185	59	31	269	129	87	227	143	213	241	3	17	101	
109	-1	25	249	151	193	53	179	95	67	11	263	207	221	39	
257	131	-1	89	201	229	159	75	19	47	243	215	271	103	145	
192	164	262	-1	80	234	150	66	206	94	38	178	220	136	52	
205	233	37	191	-1	93	107	261	247	135	51	23	163	9	149	
39	81	53	109	179	-1	137	151	165	249	207	221	25	67	263	
218	246	64	36	176	8	-1	232	78	120	190	260	92	50	22	
247	254	163	142	100	240	58	-1	51	198	93	2	226	184	219	
45	213	241	101	87	255	143	171	-1	185	59	269	31	3	73	
9	177	219	247	65	51	205	107	261	-1	79	233	191	23	163	
74	186	172	158	228	144	102	32	130	18	-1	200	256	46	88	
51	135	93	107	219	79	163	205	9	149	65	-1	247	37	191	
166	138	194	82	54	96	250	12	180	40	110	152	-1	264	68	
160	146	188	230	76	216	272	62	202	90	118	174	132	-1	244	
200	228	60	214	46	186	256	130	158	4	270	18	172	32	-1	
