-1	134	106	176	148	204	8	92	22	78	64	162	260	190	
254	-1	79	149	205	219	107	163	261	93	191	65	9	51	
26	236	-1	166	124	68	40	222	180	152	110	12	250	96	
112	56	84	-1	28	42	154	98	252	140	238	70	210	196	
239	71	211	225	-1	15	85	169	113	43	197	183	99	57	
72	142	198	128	156	-1	30	254	268	58	2	240	170	184	
143	3	129	17	269	227	-1	185	199	241	255	171	59	73	
200	228	102	32	4	88	46	-1	144	74	60	158	242	18	
186	130	88	172	32	46	102	214	-1	256	242	60	74	228	
215	201	47	229	173	271	33	187	159	-1	103	131	145	89	
229	271	33	145	47	215	159	131	117	19	-1	173	89	201	
47	215	145	187	19	103	89	271	201	5	75	-1	117	33	
33	103	159	5	201	19	215	173	271	-1	187	229	-1	47	
273	118	1	62	217	6	175	258	125	211	267	251	153	-1	
