-1	157	129	227	101	199	185	269	255	59	241	87	73	213	143	
32	-1	88	46	74	172	4	144	214	130	18	256	186	102	200	
47	243	-1	138	271	229	19	159	75	201	257	215	124	61	187	
134	162	36	-1	120	204	8	176	190	232	78	92	106	218	246	
246	260	183	197	-1	225	239	155	127	29	106	204	176	22	43	
36	64	120	50	78	-1	233	246	106	190	22	176	218	205	92	
64	218	134	148	50	162	-1	204	232	246	190	106	92	176	78	
191	79	93	65	233	51	107	-1	247	121	219	163	205	135	149	
164	94	220	262	66	24	136	178	-1	80	52	150	38	108	206	
207	193	53	25	95	11	39	263	235	-1	249	221	151	67	109	
152	222	110	236	208	166	82	26	194	180	-1	68	96	12	264	
180	110	26	12	54	264	208	40	250	124	138	-1	194	82	96	
147	84	224	210	266	56	168	112	119	63	231	133	-1	245	259	
43	267	197	29	141	113	57	239	169	1	127	225	155	-1	183	
219	135	9	86	191	268	254	72	100	177	37	233	163	51	-1	
